year,voter_name,affiliation,yr_contrary,num_awards_voted
2019,Chris Haynes,Yahoo! Sports,6.429185485491346,9
2019,Chris Mannix,Sports Illustrated,4.684818730838875,9
2019,Dave Campbell,Associated Press,4.368998027508455,9
2019,Dave McMenamin,ESPN,5.953106196138732,9
2019,Dave Pasch,ESPN,4.954635741130321,9
2019,David Cobb,Memphis Commercial Appeal,6.751660319110157,9
2019,Dennis Scott,Turner Sports,7.070111483175886,9
2019,Diego Martínez Cabrera,Reforma,6.80211519937295,9
2019,Doris Burke,ESPN,3.2140290242458818,9
2019,Doug Smith,Toronto Star,6.024858656145138,9
2019,Duane Rankin,Arizona Republic,6.890544331804075,9
2019,Eric Woodyard,Deseret News,6.419562843175692,9
2019,Erik Horne,The Oklahoman,4.571955066447723,9
2019,Flavio Tranquillo,Sky Italia,5.47958841169118,9
2019,Frank Isola,Sirius Radio/The Athletic,6.176161253958066,9
2019,Fred Katz,The Athletic,5.176546724507333,9
2019,Gary Washburn,Boston Globe,9.05386128043389,9
2019,Greg Anthony,Turner Sports,7.779045368168822,9
2019,Guillermo Schutz,Televisa,3.540889844233978,9
2019,Howard Beck,Bleacher Report,4.726851687236796,9
2019,Jackie MacMullan,ESPN,4.166765721103697,9
2019,Jalen Rose,ESPN,5.730715978583116,9
2019,Jared Greenberg,Turner,5.071494235422262,9
2019,Jason Anderson,Sacramento Bee,4.092258220825101,9
2019,Jeff McDonald,San Antonio Express‐News,5.049171739691793,9
2019,Jeff Zillgitt,USA Today,4.531375001063956,9
2019,Joe Freeman,The Oregonian,4.7868027883967805,9
2019,Joe Vardon,The Athletic,7.153656441958985,9
2019,John Schuhmann,NBA.com,4.071261574671134,9
2019,Jon Barry,ESPN,5.9710076679622,9
2019,Josh Robbins,The Athletic,4.226293552674507,9
2019,Justin Termine,Sirius Radio,4.360093113663887,9
2019,K.C. Johnson,Chicago Tribune,4.4903019638962505,9
2019,Keith Pompey,Philadelphia Inqurier and Daily News,7.347031592398495,9
2019,Kelly Iko,The Athletic,5.696843088952054,9
2019,Kennegh Lau,BesTV,9.632790896791901,9
2019,Kevin Arnovitz,ESPN,4.542034746256778,9
2019,Kevin Harlan,Turner Sports,4.281583250228475,9
2019,Kevin O'Connor,The Ringer,4.0704196637537935,9
2019,Kevin Pelton,ESPN,7.08214282915555,9
2019,Kristen Ledlow,Turner Sports,3.6477180997344427,9
2019,Kurt Helin,NBCSports.com,4.2395235890141985,9
2019,Lisa Hsu,Tencent,4.4693982466509805,9
2019,Marc Kestecher,ESPN,4.593873225833016,9
2019,Mark Jackson,ESPN,6.570428775643461,9
2019,Mark Jones,ESPN,5.501849814052967,9
2019,Marv Albert,Turner Sports,4.63732887601695,9
2019,Massimo Lopes Pegna,La Gazzetta dello Sport,7.62498795513116,9
2019,Matt Velazquez,Milwaukee Journal Sentinel,3.7943399422813506,9
2019,Matt Winer,Turner Sports,5.14252250736893,9
2019,Maxime Malet,L'Equipe,6.867044712245421,9
2019,Michael Grange,Rogers Sportsnet,6.041174100631119,9
2019,Michael Wilbon,ESPN,4.69261267529862,9
2019,Michelle Beadle,ESPN,4.927825007394158,9
2019,Mike Breen,ESPN,4.887250638300848,9
2019,Mike Singer,Denver Post,4.503853905747063,9
2019,Mirjam Swanson,Southern California News Group,4.462488675119826,9
2019,NBA Fan Vote,NA,0.9620810776644555,1
2019,Nira Khurana,Perform,4.570622692066018,9
2019,Olgun Uluc,Fox Sports Australia,5.499585971575066,9
2019,Paul Flannery,SB Nation,4.08646847535345,9
2019,Rachel Nichols,ESPN,4.228472842672644,9
2019,Ramona Shelburne,ESPN,5.459068334387574,9
2019,Reggie Miller,Turner Sports,6.2415311568525285,9
2019,Reid Forgrave,CBSSports.com,5.735443973862245,9
2019,Ric Bucher,Bleacher Report,5.739187476553256,9
2019,Richard Walker,Gaston Gazette,8.231777985347897,9
2019,Rob Mahoney,Sports Illustrated,4.224161606122513,9
2019,Rod Beard,Detroit News,4.009616967361319,9
2019,Rosalyn Gold-Onwude,Turner,4.116827468123422,9
2019,Royce Young,ESPN,7.008629078184665,9
2019,Ryan Wolstat,Toronto Sun,4.710237818731361,9
2019,Sam Amick,The Athletic,4.420407440367682,9
2019,Scott Agness,The Athletic,4.434321398644261,9
2019,Sean Deveney,The Sporting News,6.764538867901354,9
2019,Sekou Smith,NBA.com,3.858853847325755,9
2019,Stefan Bondy,New York Daily News,7.454323038612679,9
2019,Steve Aschburner,NBA.com,4.580668256528329,9
2019,Steve Smith,Turner Sports,4.441117842538837,9
2019,Tim Bontemps,ESPN,6.655803193063294,9
2019,Tim MacMahon,ESPN,4.947024135327849,9
2019,Tim Reynolds,Associated Press,6.180469914781433,9
2019,Vincent Goodwill,Yahoo! Sports,6.628407157507003,9
2019,Weiping Zhang,CCTV,5.2733677617494985,9
2019,Will Guillory,The Athletic,5.961289252669062,9
2019,Zach Harper,The Athletic,4.270936508737631,9
2019,Zach Lowe,ESPN,3.3815702514324255,9
2020,Adam Himmelsbach,Boston Globe,5.559901625445873,9
2020,Amin Elhassan,ESPN,7.210739242417445,9
2020,Andy Larsen,Salt Lake Tribune,6.245908925912703,9
2020,Anthony Chiang,Miami Herald,4.496525274066666,9
2020,Antoine Bancharel,Canal+ Afrique,6.766658031032586,9
2020,Antoni Daimiel,Movistar+,9.494167020078134,9
2020,Bill Simmons,The Ringer,6.880663656695551,9
2020,Brad Townsend,Dallas Morning News,5.395576936286946,9
2020,Brian Mahoney,Associated Press,7.725296407386704,9
2020,Brian Windhorst,ESPN,6.490834171051068,9
2020,Candace Parker,Turner,5.802466330322651,9
2020,Casey Stern,Turner,7.054773521525857,9
2020,Cassidy Hubbarth,ESPN,4.958482206178268,9
2020,Chris Broussard,Fox Sports,7.416893833039874,9
2020,Chris Fedor,Cleveland.com,4.723461528186745,9
2020,Chris Haynes,Yahoo! Sports,9.628131436646129,9
2020,Chris Hine,Minneapolis Star Tribune,6.589017049219248,9
2020,Chris Kirschner,The Athletic,4.679625009317924,9
2020,Chris Mannix,Sports Illustrated,6.311087654412211,9
2020,Chris Sasaki,Rakuten,4.94306108459341,9
2020,Connor Letourneau,San Francisco Chronicle,4.945236552183845,9
2020,Coral Lu,ESPN-Tencent,6.704794688821335,9
2020,Dan Devine,The Ringer,6.785092512351726,9
2020,Dave McMenamin,ESPN,6.424477180295827,9
2020,Dave Pasch,ESPN,7.229866747533164,9
2020,Davide Chinellato,La Gazzetta dello Sport,7.85984696888917,9
2020,Dennis Scott,Turner,9.145881660064585,9
2020,Diego Martínez Cabrera,Reforma,5.703628913783056,9
2020,Doris Burke,ESPN,4.839849776553581,9
2020,Doug Smith,The Toronto Star,6.861480661040403,9
2020,Duane Rankin,Arizona Republic,7.456150328142324,9
2020,Erik Horne,The Athletic,6.04133822968706,9
2020,Ernie Johnson,Turner,6.036371047912432,9
2020,Evan Barnes,Memphis Commercial Appeal,4.880512444525699,9
2020,Frank Isola,Sirius Radio,7.099507816965939,9
2020,Fred Katz,The Athletic,6.668364220625961,9
2020,Gary Washburn,Boston Globe,7.909678073719091,9
2020,Greg Anthony,Turner,7.809103699548037,9
2020,Greg Logan,Newsday,10.384037913194392,9
2020,Howard Beck,Bleacher Report,5.73975042714724,9
2020,Jackie MacMullan,ESPN,5.5350701736229615,9
2020,Jalen Rose,ESPN,8.486119000132529,9
2020,Jared Greenberg,Turner,6.336542393398459,9
2020,Jason Anderson,Sacramento Bee,5.705152236357433,9
2020,Jason Quick,The Athletic,6.9928460957410525,9
2020,Jeff McDonald,San Antonio Express-News,5.73318112291808,9
2020,Jeff Zillgitt,USA Today,7.167469119320411,9
2020,Joe Cowley,Chicago Sun-Times,9.984920189871366,9
2020,Joe Vardon,The Athletic,7.103882281666947,9
2020,John Schuhmann,NBA.com,5.873611414241784,9
2020,Jon Barry,ESPN,5.99007148086489,9
2020,Josh Robbins,The Athletic,5.586670157876835,9
2020,Justin Termine,Sirius Radio,8.343016181167421,9
2020,Keith Pompey,Philadelphia Inquirer and Daily News,8.44165226976564,9
2020,Kelly Iko,The Athletic,4.834479606180816,9
2020,Kevin Arnovitz,ESPN,8.256164565344175,9
2020,Kevin Harlan,Turner,5.228956604235661,9
2020,Kevin O'Connor,The Ringer,7.304241207160672,9
2020,Kevin Pelton,ESPN,9.236295358080957,9
2020,Kristen Ledlow,Turner,5.372989241105997,9
2020,Kurt Helin,NBCSports.com,4.949016260998857,9
2020,Lisa Hsu,Tencent,5.114876944768723,9
2020,Marc Berman,New York Post,7.737015876514893,9
2020,Marc Kestecher,ESPN,6.518437986265647,9
2020,Maria Taylor,ESPN,8.46220913109619,9
2020,Mark Jackson,ESPN,7.3754517438836515,9
2020,Mark Jones,ESPN,8.709649887473812,9
2020,Mark Medina,USA Today,6.482891603283185,9
2020,Marv Albert,Turner,5.066576043544536,9
2020,Matt Velazquez,Milwaukee Journal Sentinel,5.243923843897753,9
2020,Matt Winer,Turner,5.748555619230046,9
2020,Maxime Malet,L'Equipe,5.6542291732169065,9
2020,Michael Wilbon,ESPN,7.820670159216625,9
2020,Mike Breen,ESPN,5.668440177781223,9
2020,Mike Ganter,The Toronto Sun,5.651015384066172,9
2020,Mirjam Swanson,Southern California News Group,7.760258686814725,9
2020,NBA Fan Vote,NBA.com,1.2036056940155555,1
2020,Nick Kosmider,The Athletic,7.401715602011309,9
2020,Rachel Nichols,ESPN,5.450727868566828,9
2020,Ramona Shelburne,ESPN,5.733592530236606,9
2020,Remi Reverchon,BeIN Sport (France),7.336899748525397,9
2020,Renjun Bao,Tencent,6.328077296352061,9
2020,Ric Bucher,Bleacher Report,9.062273913527166,9
2020,Rod Beard,Detroit News,6.88439667518649,9
2020,Royce Young,ESPN,7.9014729768958505,9
2020,Sam Amick,The Athletic,5.219332707852012,9
2020,Seerat Sohi,Yahoo! Sports,9.509349352951972,9
2020,Sekou Smith,NBA.com,7.257506141442062,9
2020,Shams Charania,The Athletic/Stadium,7.9981023988568145,9
2020,Shaun Powell,NBA.com,5.122813707595212,9
2020,Simone Sandri,La Gazzetta Dello Sport,6.124990086219415,9
2020,Stephen A. Smith,ESPN,6.101258203446403,9
2020,Steve Aschburner,NBA.com,7.442902080770377,9
2020,Steve Smith,Turner,5.532813595769678,9
2020,Tim Bontemps,ESPN,8.046405411219876,9
2020,Tim Reynolds,Associated Press,7.123967353948239,9
2020,Vincent Goodwill,Yahoo! Sports,5.369620912104586,9
2020,Will Guillory,The Athletic,4.883550614554735,9
2020,Yoko Miyaji,Sports Graphic Number,5.042446918850007,9
2020,Zach Harper,The Athletic,5.888075605806907,9
2020,Zach Lowe,ESPN,4.8613438718641095,9
2021,Adam Himmelsbach,Boston Globe,3.524997910256013,9
2021,Anthony Chiang,Miami Herald,4.901961545585868,9
2021,Anthony Slater,The Athletic,5.906255239376097,9
2021,Antoni Daimiel,Movistar+,7.468236078214577,9
2021,Bill Reiter,CBSSports.com,4.341653391647249,9
2021,Bill Simmons,The Ringer,5.0430632458203455,9
2021,Brad Townsend,Dallas Morning News,5.133803866947835,9
2021,Brian Lewis,New York Post,4.241350099684306,9
2021,Brian Mahoney,Associated Press,6.401501329880432,9
2021,Brian Windhorst,ESPN,4.941874620648937,9
2021,Candace Parker,Turner,4.987001234443632,9
2021,Cassidy Hubbarth,ESPN,4.8128528425838475,9
2021,Chris Broussard,Fox Sports,7.471235200730091,9
2021,Chris Fedor,Cleveland.com,4.360289705733379,9
2021,Chris Haynes,Yahoo! Sports,8.447576444822948,9
2021,Chris Kirschner,The Athletic,4.605528693727996,9
2021,Chris Mannix,Sports Illustrated,6.072313936114819,9
2021,Christos Tsaltas,SDNA.gr,9.787674526174285,9
2021,Daisuke Sugiura,Nihon Keizai Shimbun,3.6569613646421444,9
2021,Dan Devine,The Ringer,4.875473704870883,9
2021,Dave McMenamin,ESPN,7.325305490132216,9
2021,Dave Pasch,ESPN,4.545185174273977,9
2021,Davide Chinellato,La Gazzetta Dello Sport,6.181768925645462,9
2021,Dennis Scott,Turner,6.796058913122197,9
2021,Diego Martínez Cabrera,Reforma,4.750001025295278,9
2021,Doris Burke,ESPN,4.688817133376292,9
2021,Doug Smith,The Toronto Star,5.130945577640995,9
2021,Duane Rankin,Arizona Republic,8.524098850222313,9
2021,Ernie Johnson,Turner,5.584960041187191,9
2021,Evan Barnes,Memphis Commercial Appeal,6.533806551551436,9
2021,Frank Isola,Sirius Radio,8.898339337249523,9
2021,Fred Katz,The Athletic,7.707630627242445,9
2021,Gary Washburn,Boston Globe,8.271539081994899,9
2021,Greg Anthony,Turner,6.865479596607349,7
2021,Guillermo Schutz,Televisa (TUDN),4.816366106248081,9
2021,Howard Beck,Sports Illustrated,4.376202553326857,9
2021,Jackie MacMullan,ESPN,5.056492323978899,9
2021,Jalen Rose,ESPN,5.920584359282733,9
2021,Jamal Collier,Chicago Tribune,3.866600206098047,9
2021,James Owczarski,Milwaukee Journal Sentinel,6.13309228465004,9
2021,Jared Greenberg,Turner,5.611629431798839,9
2021,Jason Jones,The Athletic,7.781609027493581,9
2021,Jeff McDonald,San Antonio Express-News,4.242462490475258,9
2021,Jeff Zillgitt,USA Today,5.300597139732496,9
2021,Joe Freeman,The Oregonian,4.705093402248231,9
2021,Joe Mussatto,The Oklahoman,4.24496609970876,9
2021,Joe Vardon,The Athletic,5.476148498956249,9
2021,John Schuhmann,NBA.com,5.682779192837538,9
2021,Jon Barry,ESPN,6.119195469194196,9
2021,Justin Termine,Sirius Radio,6.756440871985529,9
2021,Keith Pompey,Philadelphia Inquirer and Daily News,7.885748376328691,9
2021,Kelly Iko,The Athletic,4.43594035707714,9
2021,Kevin Arnovitz,ESPN,8.939161553166384,9
2021,Kevin Harlan,Turner,5.627876531362979,9
2021,Kevin O'Connor,The Ringer,4.5579159825554445,9
2021,Kevin Pelton,ESPN,9.49237933640732,9
2021,Kurt Helin,NBCSports.com,5.902538204815912,9
2021,Kyle Goon,Southern California News Group,6.178387817305259,9
2021,Lisa Hsu,Tencent,4.118769929505823,9
2021,Marc Kestecher,ESPN,5.644630557076013,9
2021,Maria Taylor,ESPN,5.684252166898227,9
2021,Mark Jackson,ESPN,5.229409592053154,9
2021,Mark Medina,USA Today,6.207408456574626,9
2021,Marv Albert,Turner,7.691464555072482,9
2021,Matt Winer,Turner,5.194457301757078,9
2021,Mauricio Codocea,Clarin (Argentina),5.685107063471817,9
2021,Max Haupt,DPA,11.70717076402681,9
2021,Melissa Rohlin,Fox Sports,3.7858987898939667,9
2021,Michael C. Wright,NBA.com,4.074861102118356,9
2021,Michael Grange,Rogers Sportsnet,6.974995254180431,9
2021,Michael Wilbon,ESPN,7.27656024669602,9
2021,Mike Singer,Denver Post,5.376050075525788,9
2021,Mirjam Swanson,Southern California News Group,4.391432850470542,9
2021,NBA Fan Vote,NBA Fan Vote,3.149622199566164,1
2021,Olgun Uluc,ESPN Australia,4.332112681573754,9
2021,Omari Sankofa II,Detroit Free Press,4.451093815043203,9
2021,Rachel Nichols,ESPN,4.0644278180915725,9
2021,Ramona Shelburne,ESPN,6.279573847865938,9
2021,Ric Bucher,Sirius Radio,8.69570748206129,9
2021,Rob Mahoney,The Ringer,5.692711811379354,9
2021,Roy Parry,Orlando Sentinel,8.844534007795957,9
2021,Royce Young,ESPN,6.47559406328365,9
2021,Ryan Wolstat,The Toronto Sun,6.640676550692795,9
2021,Sam Amick,The Athletic,4.416720432967699,9
2021,Scott Kushner,New Orleans Times Picayune,4.55895953001556,9
2021,Seerat Sohi,The Ringer,6.915964788277046,9
2021,Shams Charania,The Athletic/Stadium,5.244245224218773,9
2021,Shaun Powell,NBA.com,5.587395532808154,9
2021,Simone Sandri,Gazzetta.it,4.8737066627403145,9
2021,Stefan Bondy,New York Daily News,5.840081037397537,9
2021,Stephen A. Smith,ESPN,5.103235036120653,9
2021,Steve Aschburner,NBA.com,6.040656608152105,9
2021,Steve Smith,Turner,6.001386481060261,9
2021,Taylor Rooks,Bleacher Report,5.776449415890052,9
2021,Tim Bontemps,ESPN,7.782406663149468,9
2021,Tim Reynolds,Associated Press,8.498322333169344,9
2021,Tony Jones,The Athletic,5.312019293997121,9
2021,Vincent Goodwill,Yahoo! Sports,5.633983969498422,9
2021,Yoko Miyaji,Sports Graphic Number,4.14280838869945,9
2021,Zach Harper,The Athletic,5.742542249524112,9
2021,Zach Lowe,ESPN,4.696884049031105,9
2022,Adam Himmelsbach,Boston Globe,5.503295045863751,9
2022,Anthony Chiang,Miami Herald,6.623793379100573,9
2022,Anthony Slater,The Athletic,7.548538385911824,9
2022,Antoine Bancharel,L'Equipe / Canal+,7.195891048841133,9
2022,Antoni Daimiel,Movistar+,9.069186462325748,9
2022,Bill Oram,The Athletic,7.623821613907688,9
2022,Bill Reiter,CBSSports.com,6.548229806660073,9
2022,Bill Simmons,The Ringer,5.757891426074387,9
2022,Brian Mahoney,Associated Press,6.8564302410665805,9
2022,Brian Windhorst,ESPN,7.307092448808897,9
2022,Callie Caplan,Dallas Morning News,5.843233976061099,9
2022,Cassidy Hubbarth,ESPN,6.184638068388366,9
2022,Chris Broussard,Fox Sports,8.270436645172069,9
2022,Chris Fedor,Clevleand.com,6.725289942401495,9
2022,Chris Herring,Sports Illustrated,6.920643600475897,9
2022,Chris Kirschner,The Athletic,6.568432127523584,9
2022,Chris Mannix,Sports Illustrated,7.3271814145907195,9
2022,Christos Tsaltas,SDNA.gr,9.752712280509538,9
2022,Daisuke Sugiura,Nihon Keizai Shimbun,5.330407754658166,9
2022,Dan Devine,The Ringer,6.8574582354303,9
2022,Dave McMenamin,ESPN,8.293186990864982,9
2022,Dave Pasch,ESPN,7.40883870677667,9
2022,David Aldridge,The Athletic,6.031816963833837,9
2022,Davide Chinellato,La Gazzetta dello Sport,6.800051583533636,9
2022,Dennis Scott,Turner,9.231077182351218,9
2022,Diego Martínez Cabrera,Reforma,7.4603900377562224,9
2022,Doris Burke,ESPN,6.541655900910019,9
2022,Doug Smith,The Toronto Star,6.299933336866489,9
2022,Drew Hill,Daily Memphian,7.298279812051727,9
2022,Duane Rankin,Arizona Republic,9.766821645193732,9
2022,Eric Koreen,The Athletic,6.863685036125104,9
2022,Eric Nehm,The Athletic,6.34312419928073,9
2022,Eric Walden,Salt Lake Tribune,6.066836674424052,9
2022,Ernie Johnson,Turner,6.937885928968022,9
2022,Frank Isola,Sirius Radio,7.01604558469159,9
2022,Gary Washburn,Boston Globe,7.1757554762439355,9
2022,Greg Anthony,Turner,9.983068967917104,9
2022,Guillermo Schutz,Televisa (TUDN),7.4437575097970985,9
2022,Harris Stavrou,Sport24,8.119736975060576,9
2022,Howard Beck,Sports Illustrated,7.710249476831426,9
2022,Jalen Rose,ESPN,8.125340415615575,9
2022,James Edwards III,The Athletic,8.320217389147295,9
2022,Jared Greenberg,Turner,7.208690563037264,9
2022,Jason Anderson,Sacramento Bee,6.620766660600737,9
2022,Jason Quick,The Athletic,8.152716134808045,9
2022,Jeff McDonald,San Antonio Express-News,6.2839099453640275,9
2022,Jeff Zillgitt,USA Today,6.762679103272965,9
2022,Joe Mussatto,The Oklahoman,6.865894074082618,9
2022,Joe Vardon,The Athletic,7.127000912269339,9
2022,John Schuhmann,NBA.com,7.175105921197034,9
2022,Josh Robbins,The Athletic,5.402965699894441,9
2022,Justin Termine,Sirius Radio,5.8757056052183945,9
2022,K.C. Johnson,NBC Sports Chicago,7.20648421867321,9
2022,Keith Pompey,Philadelphia Inquirer,8.046710455902863,9
2022,Kelly Iko,The Athletic,6.764697647037853,9
2022,Kendrick Perkins,ESPN,8.599975611734333,9
2022,Kevin Arnovitz,ESPN,8.064108281337932,9
2022,Kevin Harlan,Turner,7.281509137993806,9
2022,Kevin O'Connor,The Ringer,7.100078283559333,9
2022,Kevin Pelton,ESPN,9.191463162258021,9
2022,Khobi Price,Orlando Sentinel,6.506221782856068,9
2022,Kristian Winfield,New York Daily News,7.021604561270573,9
2022,Kurt Helin,NBCSports.com,6.203010429156038,9
2022,Lisa Hsu,Tencent,6.411583570865886,9
2022,Marc Kestecher,ESPN,7.1141662906005845,9
2022,Mark Jackson,ESPN,6.679541975853282,9
2022,Mark Medina,NBA.com,8.966038254287662,9
2022,Matt Winer,Turner,5.45467114700895,9
2022,Melissa Rohlin,Fox Sports,6.849211015086825,9
2022,Michael C. Wright,NBA.com,5.482408150273102,9
2022,Michael Grange,Rogers Sportsnet,7.316766694839856,9
2022,Michael Pina,Sports Illustrated,9.615141071158913,9
2022,Michael Wilbon,ESPN,8.8131574568901,9
2022,Mike Greenberg,ESPN,8.006748878354093,9
2022,Mike Singer,Denver Post,6.192193596483961,9
2022,Ohm Youngmisuk,ESPN,6.395730430264385,9
2022,Ramona Shelburne,ESPN,6.499309100974382,9
2022,Remi Reverchon,BeIN Sport (France),7.940683469409451,9
2022,Renjun Bao,Tencent,6.750378701611166,9
2022,Ric Bucher,FS1,7.932860805659696,9
2022,Rob Mahoney,The Ringer,7.217575929666159,9
2022,Rod Boone,Charlotte Observer,11.460845426784747,9
2022,Ryen Russillo,The Ringer,8.241082937395788,9
2022,Sam Amick,The Athletic,6.7209249756950555,9
2022,Scott Kushner,New Orleans Times-Picayune,6.651266199809143,9
2022,Seerat Sohi,The Ringer,6.268084481502119,9
2022,Shams Charania,The Athletic/Stadium,6.860938417559337,9
2022,Shaun Powell,NBA.com,6.263476263279353,9
2022,Stephanie Ready,Turner,7.569397513026175,9
2022,Stephen A. Smith,ESPN,6.508310662893989,9
2022,Steve Aschburner,NBA.com,6.5314683800906,9
2022,Steve Popper,Newsday,7.4540563530319766,9
2022,Steve Smith,Turner,5.871235225162369,9
2022,Taylor Rooks,Bleacher Report,5.236366648931506,9
2022,Tim Bontemps,ESPN,7.697001523721812,9
2022,Tim Reynolds,Associated Press,8.54424417969797,9
2022,Vincent Goodwill,Yahoo! Sports,9.198406384954671,9
2022,Yoko Miyaji,Sports Graphic Number,6.107289188359547,9
2022,Zach Harper,The Athletic,6.688316992919355,9
2022,Zach Lowe,ESPN,7.302508644606979,9
